IMG_5876|Category | Subcategory | Part Number/ID |
IMG_5876|Ball Bearings | Metal | 01-001-000 |
IMG_5876|Ball Bearings | Ball | 01-002-000 |
IMG_5876|Ball Bearings | Flange | 01-005-000 |
IMG_5876|Ball Bearings | Pillow Block | 1-006-000 |
IMG_5876|Ball Bearings | Radial Taper | 1-007-000 |
IMG_5876|Ball Bearings | Needle & Cylindrical Roller | 1-008-000 |
IMG_5876|Ball Bearings | Thrust | 1-009-000 |
IMG_5876|Ball Bearings | Linear Bearings (Ball Bushings) | 1-010-000 |
IMG_5876|Ball Bearings | Spherical Bearing | 1-011-000 |
IMG_5876|Belts | Flat | 1-014-000 |
IMG_5876|Belts | Round | 1-014-500 |
IMG_5876|Belts | Timing | 1-015-000 |
IMG_5876|Belts |" ""V"" - A, B, C, D, & E Sections "| 1-016-000 |
IMG_5876|Belts | - 2L, 3L, 4L, & 5L Sections | 1-017-000 |
IMG_5876|Belts | - O | 1-018-000 |
IMG_5876|Belts | - Flat | 1-019-000 |
IMG_5876|Belts | - Veelos | 1-020-000 |
IMG_5876|Belts | Fasteners | 1-021-000 |
IMG_5876|Cam Follower | (see 01-123-000) | 01-022-000 |
IMG_5876|Bushings | Oil Impregnated - Plain Cylindrical | 1-024-000 |
IMG_5876|Bushings | Flange | 1-025-000 |
IMG_5876|Bushings | Thrust | 1-026-000 |
IMG_5876|Bushings | Plain Bronze - Cylindrical | 1-027-000 |
IMG_5876|Bushings | Misc - Nylon, Acetal, Du, Etc | 1-028-000 |
IMG_5876|Bumpers | | 01-127-000 |
IMG_5876|Bushings | Taper Lock | 1-032-000 |
IMG_5876|Chain | Roller - Solid Pin | 1-035-000 |
IMG_5876|Chain | - Hollow Pin | 1-037-000 |
IMG_5876|Chain | Block | 1-039-000 |
IMG_5876|Chain | Silent | 1-040-000 |
IMG_5876|Chain | Attachments & Misc. | 1-041-000 |
IMG_5876|Clamps | Cable | 1-045-000 |
IMG_5876|Clamps | Hose | 1-046-000 |
IMG_5876|Clamps | Pipe | 1-047-000 |
IMG_5876|Clamps | Misc. | 1-048-000 |
IMG_5877|Category | Subcategory | Part Number/ID
IMG_5887|HAND WHEEL | 1-091-000 | ALUMINUM HANDWHEEL WITH SAFETY CLUTCH 200 O.D. - 12MM SHAFT SIZE - PULL POSITION KIPP/ELESA PART NO 30848 (NO HANDLE) OR WINCO 18KEC6/AE1 | 01-091-008-1 |
IMG_5887|HAND WHEEL | 1-091-000 |" HAND WHEEL-MODIFICATION (01-091-008-1) ADD 1/4""-20 TAP "| 01-091-009-1 |
IMG_5888|Category | BOM Number | Subcategory | Part Number/ID
IMG_5888|HANDWHEELS | |" SIKO HANDWHEEL ALUM. DIAL POSITION INDICATOR SIKO #HT-3-350W-BA-1-0 WITH 3/8"" BORE + SET SCREW *SAME AS 01-091-005-7 BUT IN ALUM. "| 01-091-010-7
IMG_5888|HANDWHEELS | | SIKO HANDWHEEL-DIAL POSITION INDICATOR SIKO# DA04-00-97 KENDALL'S SCREW FEEDER | 01-091-011-7
IMG_5888|HANDWHEELS | | REID ALUMINUM CRANK HANDLE WITH REVOLVING HANDLE REID CAT. # C7-40 | 01-091-012-7
IMG_5888|HANDWHEELS | |" ALUMINUM HANDWHEEL W/ SAFETY CLUTCH - WITHOUT HANDLE - 5.51"" DIA. x 14MM BORE W/ KEYWAY WINCO # 14KE691AZI "| 01-091-013-7
IMG_5888|HANDWHEELS | | POSITION INDICATOR - ANALOG/DIGITAL, 1:1 RATIO, PLASTIC (USE W/ -015-7 HUB) WINCO # EN 000.3-60-0001.0 - R | 01-091-014-7
IMG_5888|HANDWHEELS | | KNOB- POSITION INDICATOR - 12MM BORE (USE W/ -014-7) WINCO # EN 526.3-80-B12 | 01-091-015-7
IMG_5888|HANDWHEELS | |" SOLID BLACK PLASTIC HANDWHEEL MACHINABLE HUB - 10"" DIA. MCM. # 6140SK66 "| 01-091-016-7
IMG_5889|Category | BOM Number | Subcategory | Part Number/ID |
IMG_5889|HINGE-BUTT | 1-092-000 |" STAINLESS STEEL BLANK SURFACE HINGE 2"" OPEN WIDTH, 2"" JOINT LENGTH, .062"" THICK McMASTER CAT # 1624A12 "| 01-092-001-7 |
IMG_5889|HINGE-BUTT | 1-092-000 |" PLAIN STEEL FINISH LOOSE PIN HINGE 1 1/8"" OPEN WIDTH, 2 1/2"" LEAF HEIGHT, .064"" TH. DRILLED FOR NO. 8 SCREWS McMASTER # 1597A15 "| 01-092-002-7 |
IMG_5889|HINGE-BUTT | 1-092-000 |" STAINLESS STEEL UTILITY HINGE 1 1/2"" LEAF HT. - 3"" OPEN WIDTH - .080 THICK-304 ST.ST. #8 SCREW SIZE McMASTER # 1549A59 "| 01-092-003-7 |
IMG_5889|HINGE-BUTT | 1-092-000 | HINGE - NOLD # V4-633-GR (GRAY) | 01-092-004-7 |
IMG_5890|Category | BOM Number | Subcategory | Part Number/ID
IMG_5890|HINGE | 01-093-000 | HINGE - CONTINUOUS | 01-093-001-7
IMG_5890|HINGE | 01-093-000 |" HINGE - CONTINUOUS - STAIN. STEEL .040"" THICK x 1 1/2"" x 72""LG - 3/32 PIN "| SS040024
IMG_5890|HINGE | 01-093-000 |" HINGE - CONTINUOUS - STEEL .060"" THICK x 1 1/2"" x 72""LG - 1/8 PIN "| S063024
IMG_5890|HINGE | 01-093-000 |" HINGE - CONTINUOUS - STAIN. STEEL .080"" THICK x 2"" x 72""LG - 1/8 PIN "| SS062032
IMG_5890|HINGE | 01-093-000 |" HINGE - CONTINUOUS - STAIN. STEEL .060"" THICK x 1 1/2"" x 72""LG - 3/16 PIN "| SS065024
IMG_5890|HINGE | 01-093-000 |" HINGE - CONTINUOUS - STAIN. STEEL .060"" THICK x 1 1/2"" x 72""LG - 1/8 PIN "| SS062024
IMG_5890|HINGE | 01-093-000 |" HINGE - CONTINUOUS - STEEL .050"" THICK x 2"" x 72""LG - 1/8 PIN "| S052032
IMG_5890|HINGE | 01-093-000 |" HINGE - CONTINUOUS - STEEL .040"" THICK x 1 1/4"" x 72""LG - 3/32 PIN "| S040020
IMG_5890|HINGE | 01-093-000 |" HINGE - CONTINUOUS - STEEL .090"" THICK x 3"" x 72""LG - 1/4 PIN "| S093048
IMG_5890|HINGE | 01-093-000 |" HINGE - CONTINUOUS - STEEL .075"" THICK x 3"" x 72""LG - 1/4 PIN "| S076048
IMG_5890|HINGE | 01-093-000 |" HINGE - CONTINUOUS - STEEL .060"" THICK x 2"" x 96""LG - 1/8 PIN "| S063032
IMG_5890|HINGE | 01-093-000 |" HINGE - CONTINUOUS - STEEL .060"" THICK x 1 1/4 x 72""LG - 1/8 PIN "| S063020
IMG_5890|HINGE | 01-093-000 |" HINGE - CONTINUOUS - STAIN. STEEL .090"" THICK x 3"" x 72""LG - 1/4 PIN "| SS093048
IMG_5891|Category | BOM Number | Subcategory | Part Number/ID |
IMG_5891|HINGE | |" CONTINUOUS - STAIN. STEEL .040"" THICK x 1¼"" x 72""LG 3/32 PIN "| 01-093-013-7 |
IMG_5891|HINGE | |" CONTINUOUS - STEEL .060"" THICK x 2½"" x 96""LG 1/8 PIN "| 01-093-014-7 |
IMG_5891|HINGE | |" CONTINUOUS - STAIN. STEEL .078"" THICK x 3"" x 72""LG ¼ PIN "| 01-093-015-7 |
IMG_5891|HINGE | |" CONTINUOUS - STAIN. STEEL .060"" THICK x 2"" x 72""LG 3/16 PIN "| 01-093-016-7 |
IMG_5891|HINGE | |" CONTINUOUS - STAIN STEEL .060 THK X 3"" X 72""LG. 3/16 PIN "| 01-093-017-7 |
IMG_5891|HINGE | |" CONTINUOUS - STAIN. STEEL .060 THK X 2½"" X 72LG 3/16 PIN "| 01-093-018-7 |
IMG_5891|HINGE | |" CONTINUOUS - STAIN. STL .075"" THICK x 3"" x 72""LG - 3/16 PIN "| 01-093-019-7 |
IMG_5891|HINGE | |" CONTINUOUS - STAIN. STL .060"" THICK x 2½"" x 96""LG - 1/8 PIN "| 01-093-020-7 |
IMG_5891|HINGE | |" CONTINUOUS - STAIN. STL .060"" THICK x 1¼ x 72""LG - 1/8 PIN "| 01-093-021-7 |
IMG_5891|HINGE | |" CONTINUOUS - ST. ST. .060 TH. X 4"" - 1/8 PIN (2' LONG) MCMASTER # 1582A39 "| 01-093-022-7 |
IMG_5891|HINGE | |" CONTINUOUS - ST. ST. .060"" TH x 2"" x 1/8 PIN x 2' LG. MCMASTER # 1582A271 "| 01-093-023-7 |
IMG_5894|Category | BOM Number | Subcategory | Part Number/ID |
